image_id,file_name,source_file_name,source_stem,source_scene_id,num_objects,mask_area_pixels,mask_area_ratio,mean_bbox_fill_ratio,median_bbox_fill_ratio,max_pair_bbox_iou,num_bbox_overlap_pairs,has_bbox_overlap,overlap_group,area_group,stratum,split,area_threshold,stratify_by,no_overlap_iou_max,overlap_iou_min,selected_eval,source_image_id
371,P0786_0004.png,P0786_0004.png,P0786_0004,P0786,7,53882,0.0513858795166015,0.2360418824281736,0.2281558756968593,0.0538956029827719,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,81
372,P0786_0005.png,P0786_0005.png,P0786_0005,P0786,7,53573,0.051091194152832,0.2352748441362344,0.2240437158469945,0.0538956029827719,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,82
373,P0786_0006.png,P0786_0006.png,P0786_0006,P0786,3,14677,0.0139970779418945,0.1931597315280958,0.2178924988372865,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,83
374,P0786_0007.png,P0786_0007.png,P0786_0007,P0786,5,36932,0.0352210998535156,0.2912171197862453,0.2726099507556461,0.0149549267885988,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,84
375,P0786_0008.png,P0786_0008.png,P0786_0008,P0786,5,35105,0.0334787368774414,0.2811722381461987,0.269587366276108,0.0149549267885988,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,85
376,P0786_0009.png,P0786_0009.png,P0786_0009,P0786,5,27922,0.0266284942626953,0.2524120045179571,0.3018808777429467,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,86
377,P0786_0010.png,P0786_0010.png,P0786_0010,P0786,8,52558,0.0501232147216796,0.2704343500995503,0.2913594572276333,0.0149549267885988,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,87
378,P0786_0011.png,P0786_0011.png,P0786_0011,P0786,7,44330,0.042276382446289,0.2731390333498845,0.3071878682309544,0.0149549267885988,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,88
379,P0790_0003.png,P0790_0003.png,P0790_0003,P0790,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,331
380,P0792_0001.png,P0792_0001.png,P0792_0001,P0792,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,332
381,P0801_0002.png,P0801_0002.png,P0801_0002,P0801,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,114
382,P0816_0000.png,P0816_0000.png,P0816_0000,P0816,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,334
383,P0835_0007.png,P0835_0007.png,P0835_0007,P0835,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,335
384,P0840_0001.png,P0840_0001.png,P0840_0001,P0840,3,36450,0.0347614288330078,0.1216474971744748,0.1445445000807624,0.0581249406726925,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,336
385,P0840_0002.png,P0840_0002.png,P0840_0002,P0840,4,59539,0.0567808151245117,0.1499475898727554,0.1621541612531355,0.0885633600104673,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,337
386,P0840_0003.png,P0840_0003.png,P0840_0003,P0840,3,23821,0.0227174758911132,0.2182999024740182,0.2304942557236135,0.1248856358645928,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,338
387,P0840_0004.png,P0840_0004.png,P0840_0004,P0840,4,96795,0.0923109054565429,0.1911145409808872,0.1871052137058719,0.1136535348084187,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,339
388,P0840_0005.png,P0840_0005.png,P0840_0005,P0840,5,113519,0.1082601547241211,0.1894063908305554,0.1748494479759116,0.1136535348084187,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,340
389,P0840_0006.png,P0840_0006.png,P0840_0006,P0840,6,28135,0.0268316268920898,0.1489248419205787,0.1406576987824333,0.0581875936253541,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,341
390,P0840_0007.png,P0840_0007.png,P0840_0007,P0840,5,64141,0.0611696243286132,0.2010257055514415,0.2073433195592286,0.0549006418341321,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,342
391,P0840_0008.png,P0840_0008.png,P0840_0008,P0840,3,46530,0.0443744659423828,0.1951138468231296,0.2083161157024793,0.0535615651745918,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,343
392,P0840_0009.png,P0840_0009.png,P0840_0009,P0840,5,28191,0.0268850326538085,0.2698372833930881,0.2318885448916408,0.0310470930666467,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,344
393,P0840_0010.png,P0840_0010.png,P0840_0010,P0840,5,49323,0.0470380783081054,0.2874161608212279,0.2658391608391608,0.0347295306251315,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,345
394,P0840_0011.png,P0840_0011.png,P0840_0011,P0840,4,25971,0.0247678756713867,0.2570025516406216,0.2513877581823172,0.0347295306251315,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,346
395,P0841_0000.png,P0841_0000.png,P0841_0000,P0841,7,56354,0.0537433624267578,0.2493322778500245,0.232217046455999,0.1059250028322193,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,347
396,P0841_0001.png,P0841_0001.png,P0841_0001,P0841,3,24892,0.0237388610839843,0.2520842273285438,0.2591774354628817,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,348
397,P0841_0002.png,P0841_0002.png,P0841_0002,P0841,2,19648,0.01873779296875,0.2139997314197691,0.2139997314197691,0.0829694323144104,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,349
398,P0841_0003.png,P0841_0003.png,P0841_0003,P0841,3,21602,0.0206012725830078,0.1881460109931027,0.1633175009134088,0.0829694323144104,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,350
399,P0841_0004.png,P0841_0004.png,P0841_0004,P0841,3,21592,0.0205917358398437,0.3004099131429144,0.2715187770023263,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,351
400,P0841_0005.png,P0841_0005.png,P0841_0005,P0841,5,41942,0.0399990081787109,0.2554564512932887,0.2678026526481162,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,352
401,P0841_0006.png,P0841_0006.png,P0841_0006,P0841,6,49385,0.0470972061157226,0.2644780477967683,0.282367253021218,0.0589370285914751,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,353
402,P0841_0007.png,P0841_0007.png,P0841_0007,P0841,4,27257,0.0259943008422851,0.2535392649836644,0.2519411609273119,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,354
403,P0841_0008.png,P0841_0008.png,P0841_0008,P0841,1,8904,0.0084915161132812,0.2690111483730626,0.2690111483730626,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,355
404,P0841_0009.png,P0841_0009.png,P0841_0009,P0841,6,51345,0.0489664077758789,0.2533196040639234,0.2426748034700491,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,356
405,P0841_0010.png,P0841_0010.png,P0841_0010,P0841,4,31318,0.0298671722412109,0.2564908854978913,0.2595717712417851,0.0589370285914751,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,357
406,P0857_0004.png,P0857_0004.png,P0857_0004,P0857,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,115
407,P0857_0005.png,P0857_0005.png,P0857_0005,P0857,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,116
408,P0888_0001.png,P0888_0001.png,P0888_0001,P0888,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,363
409,P0888_0003.png,P0888_0003.png,P0888_0003,P0888,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,364
410,P0888_0013.png,P0888_0013.png,P0888_0013,P0888,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,365
411,P0896_0005.png,P0896_0005.png,P0896_0005,P0896,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,368
412,P0900_0005.png,P0900_0005.png,P0900_0005,P0900,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,369
413,P0900_0008.png,P0900_0008.png,P0900_0008,P0900,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,370
414,P0905_0001.png,P0905_0001.png,P0905_0001,P0905,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,371
415,P0936_0005.png,P0936_0005.png,P0936_0005,P0936,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,375
416,P0946_0000.png,P0946_0000.png,P0946_0000,P0946,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,376
417,P0946_0005.png,P0946_0005.png,P0946_0005,P0946,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,377
418,P0948_0002.png,P0948_0002.png,P0948_0002,P0948,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,379
419,P0952_0001.png,P0952_0001.png,P0952_0001,P0952,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,380
420,P0952_0012.png,P0952_0012.png,P0952_0012,P0952,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,381
421,P0952_0014.png,P0952_0014.png,P0952_0014,P0952,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,382
422,P0960_0005.png,P0960_0005.png,P0960_0005,P0960,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,383
423,P0970_0004.png,P0970_0004.png,P0970_0004,P0970,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,384
424,P0986_0003.png,P0986_0003.png,P0986_0003,P0986,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,385
425,P0991_0008.png,P0991_0008.png,P0991_0008,P0991,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,386
426,P0993_0002.png,P0993_0002.png,P0993_0002,P0993,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,387
427,P0998_0002.png,P0998_0002.png,P0998_0002,P0998,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,388
428,P1003_0005.png,P1003_0005.png,P1003_0005,P1003,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,389
429,P10090_0003.png,P10090_0003.png,P10090_0003,P10090,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,390
430,P1009_0004.png,P1009_0004.png,P1009_0004,P1009,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,391
431,P1012_0003.png,P1012_0003.png,P1012_0003,P1012,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,392
432,P1014_0000.png,P1014_0000.png,P1014_0000,P1014,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,393
433,P1016_0005.png,P1016_0005.png,P1016_0005,P1016,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,394
434,P10210_0000.png,P10210_0000.png,P10210_0000,P10210,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,395
435,P1029_0001.png,P1029_0001.png,P1029_0001,P1029,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,396
436,P10339_0011.png,P10339_0011.png,P10339_0011,P10339,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,397
437,P1043_0003.png,P1043_0003.png,P1043_0003,P1043,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,120
438,P1049_0000.png,P1049_0000.png,P1049_0000,P1049,4,39958,0.0381069183349609,0.1611456644105311,0.2002842364214097,0.0908768193113241,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,398
439,P1049_0001.png,P1049_0001.png,P1049_0001,P1049,1,13073,0.0124673843383789,0.2117222168237618,0.2117222168237618,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,399
440,P1049_0007.png,P1049_0007.png,P1049_0007,P1049,4,52838,0.0503902435302734,0.2139376541843158,0.2139007442873876,0.0925893936776645,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,400
441,P1049_0008.png,P1049_0008.png,P1049_0008,P1049,4,53391,0.050917625427246,0.2280902730741756,0.2288793941232965,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,401
442,P1049_0009.png,P1049_0009.png,P1049_0009,P1049,3,40269,0.0384035110473632,0.2074107043684583,0.2042255704365079,0.1055628789876087,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,402
443,P1049_0010.png,P1049_0010.png,P1049_0010,P1049,3,38357,0.0365800857543945,0.334472749320535,0.327020202020202,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,403
444,P1049_0011.png,P1049_0011.png,P1049_0011,P1049,2,25789,0.0245943069458007,0.346192271277809,0.346192271277809,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,404
445,P1049_0013.png,P1049_0013.png,P1049_0013,P1049,1,12734,0.0121440887451171,0.3109645909645909,0.3109645909645909,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,405
446,P1055_0022.png,P1055_0022.png,P1055_0022,P1055,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,406
447,P1059_0007.png,P1059_0007.png,P1059_0007,P1059,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,407
448,P10600_0000.png,P10600_0000.png,P10600_0000,P10600,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,408
449,P1060_0007.png,P1060_0007.png,P1060_0007,P1060,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,409
450,P1065_0004.png,P1065_0004.png,P1065_0004,P1065,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,410
451,P1065_0015.png,P1065_0015.png,P1065_0015,P1065,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,411
452,P1067_0000.png,P1067_0000.png,P1067_0000,P1067,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,412
453,P1067_0009.png,P1067_0009.png,P1067_0009,P1067,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,413
454,P1071_0000.png,P1071_0000.png,P1071_0000,P1071,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,414
455,P1071_0010.png,P1071_0010.png,P1071_0010,P1071,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,415
456,P1078_0000.png,P1078_0000.png,P1078_0000,P1078,6,12458,0.011880874633789,0.3235072867507537,0.3153545321637426,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,416
457,P1078_0001.png,P1078_0001.png,P1078_0001,P1078,20,48435,0.0461912155151367,0.3113999944466104,0.316088146449758,0.0190867955573837,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,417
458,P1078_0002.png,P1078_0002.png,P1078_0002,P1078,14,36489,0.0347986221313476,0.307731304893759,0.3177891074115743,0.0182816316881615,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,418
459,P1078_0003.png,P1078_0003.png,P1078_0003,P1078,3,18848,0.017974853515625,0.2479541673440735,0.2326817558299039,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,419
460,P1078_0004.png,P1078_0004.png,P1078_0004,P1078,10,26936,0.0256881713867187,0.3047288994017788,0.3067378178648201,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,420
461,P1078_0005.png,P1078_0005.png,P1078_0005,P1078,5,17166,0.0163707733154296,0.310331185772106,0.3311688311688311,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,421
462,P1078_0006.png,P1078_0006.png,P1078_0006,P1078,2,16073,0.0153284072875976,0.2366587237337085,0.2366587237337085,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,422
463,P1078_0007.png,P1078_0007.png,P1078_0007,P1078,5,14869,0.0141801834106445,0.2907410503303697,0.2902494331065759,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,423
464,P1078_0008.png,P1078_0008.png,P1078_0008,P1078,2,8510,0.0081157684326171,0.2853675581765542,0.2853675581765542,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,424
465,P10808_0034.png,P10808_0034.png,P10808_0034,P10808,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,125
466,P1088_0000.png,P1088_0000.png,P1088_0000,P1088,16,40012,0.0381584167480468,0.4348529526966899,0.4385713996322354,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,425
467,P1088_0001.png,P1088_0001.png,P1088_0001,P1088,5,23693,0.0225954055786132,0.3315006162958882,0.3173738748959988,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,426
468,P1088_0002.png,P1088_0002.png,P1088_0002,P1088,3,17399,0.0165929794311523,0.3082372334061645,0.3176007866273353,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,427
469,P1088_0003.png,P1088_0003.png,P1088_0003,P1088,10,23657,0.0225610733032226,0.4236404498916116,0.4281913276166149,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,428
470,P1088_0004.png,P1088_0004.png,P1088_0004,P1088,3,21091,0.0201139450073242,0.3250917440592593,0.3272159090909091,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,429
471,P1088_0005.png,P1088_0005.png,P1088_0005,P1088,3,21015,0.0200414657592773,0.324077173118834,0.3258522727272727,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,430
472,P1089_0000.png,P1089_0000.png,P1089_0000,P1089,5,12243,0.0116758346557617,0.4542014423159942,0.4468013468013468,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,431
473,P1089_0001.png,P1089_0001.png,P1089_0001,P1089,6,14741,0.0140581130981445,0.4546533097133318,0.4431037857730102,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,432
474,P1089_0002.png,P1089_0002.png,P1089_0002,P1089,3,7385,0.0070428848266601,0.4801806588518176,0.4811447811447811,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,433
475,P1090_0000.png,P1090_0000.png,P1090_0000,P1090,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,434
476,P1103_0000.png,P1103_0000.png,P1103_0000,P1103,21,62525,0.0596284866333007,0.3275775601719394,0.3292204964436057,0.1870485363071854,22,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,435
477,P1103_0001.png,P1103_0001.png,P1103_0001,P1103,12,46824,0.0446548461914062,0.2987597077090192,0.273732441953208,0.0838405722342584,7,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,436
478,P1103_0002.png,P1103_0002.png,P1103_0002,P1103,20,60232,0.0574417114257812,0.3329066961844947,0.3339619303998911,0.1870485363071854,21,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,437
479,P1103_0003.png,P1103_0003.png,P1103_0003,P1103,10,39621,0.037785530090332,0.3051356473088149,0.2910414574225058,0.0838405722342584,5,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,438
480,P11054_0712.png,P11054_0712.png,P11054_0712,P11054,0,0,0.0,0.0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.011932373046875,mask_area,0.0,0.001,False,439
481,P11054_1218.png,P11054_1218.png,P11054_1218,P11054,1,604,0.0005760192871093,0.3973684210526316,0.3973684210526316,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,440
482,P1109_0000.png,P1109_0000.png,P1109_0000,P1109,11,27863,0.0265722274780273,0.272548038753882,0.2721139430284857,0.0740111731843575,5,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,441
483,P1109_0001.png,P1109_0001.png,P1109_0001,P1109,6,12624,0.0120391845703125,0.3009925577624146,0.2908427845877726,0.0202117420596727,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,442
484,P1109_0002.png,P1109_0002.png,P1109_0002,P1109,3,5141,0.0049028396606445,0.3246999395873817,0.3235517328611181,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,443
485,P1109_0003.png,P1109_0003.png,P1109_0003,P1109,2,3708,0.0035362243652343,0.3591761638420455,0.3591761638420455,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,444
486,P1109_0004.png,P1109_0004.png,P1109_0004,P1109,7,16559,0.015791893005371,0.3038168345443067,0.2909399224806202,0.0258573262424353,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,445
487,P1109_0005.png,P1109_0005.png,P1109_0005,P1109,9,20900,0.0199317932128906,0.3019476390198648,0.3081351689612015,0.0295907660020986,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,446
488,P1113_0000.png,P1113_0000.png,P1113_0000,P1113,1,52061,0.0496492385864257,0.2556031795128609,0.2556031795128609,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,447
489,P1113_0001.png,P1113_0001.png,P1113_0001,P1113,1,42020,0.0400733947753906,0.2902535055605443,0.2902535055605443,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,448
490,P1113_0002.png,P1113_0002.png,P1113_0002,P1113,1,42833,0.0408487319946289,0.3654692832764505,0.3654692832764505,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,449
491,P1113_0003.png,P1113_0003.png,P1113_0003,P1113,1,44566,0.0425014495849609,0.3285148792192188,0.3285148792192188,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.011932373046875,mask_area,0.0,0.001,False,450
