source_scene_id,split,master_tile_count,no_overlap__low_mask_area_count,no_overlap__high_mask_area_count,overlap__low_mask_area_count,overlap__high_mask_area_count
P1432,train,1,0,0,0,0
P1434,train,7,4,0,0,3
P1437,train,3,0,0,0,0
P1438,train,23,5,0,4,14
P1439,train,13,10,0,3,0
P1444,train,13,5,2,2,4
P1445,train,10,5,0,1,2
P1446,train,13,8,0,2,2
P1449,train,8,6,0,0,2
P1450,train,14,3,1,3,7
P1451,train,9,1,0,3,5
P1452,train,1,1,0,0,0
P1453,train,6,0,0,1,5
P1455,test,47,8,16,3,20
P1456,train,2,0,0,0,0
P1457,validation,34,19,0,11,3
P1458,validation,21,7,0,14,0
P1459,test,31,25,0,6,0
P1460,train,6,0,0,0,6
P1462,train,26,9,1,4,12
P1463,train,16,8,0,7,1
P1464,train,30,1,0,14,15
P1465,train,5,0,0,0,2
P1466,train,51,13,1,6,30
P1467,train,14,10,0,2,1
P1469,train,9,0,0,1,8
P1470,validation,45,15,1,5,23
P1471,train,36,0,9,0,27
P1473,validation,2,2,0,0,0
P1474,validation,7,1,0,0,0
P1475,train,1,1,0,0,0
P1476,validation,9,9,0,0,0
P1478,train,9,0,0,0,9
P1479,train,6,0,0,2,2
P1480,train,8,8,0,0,0
P1481,train,10,4,0,4,1
P1482,train,6,3,0,0,3
P1483,train,5,4,0,0,0
P1484,train,2,1,0,0,0
P1486,validation,2,0,0,0,2
P1487,train,4,4,0,0,0
P1489,train,5,2,0,1,0
P1492,train,1,0,0,0,0
P1493,validation,13,1,0,4,7
P1495,train,24,11,0,5,7
P1497,train,15,4,0,3,7
P1498,validation,10,1,0,4,5
P1499,train,10,5,0,2,3
P1501,train,10,3,1,1,5
P1502,train,12,0,0,6,6
P1505,train,7,7,0,0,0
P1506,train,3,0,0,2,0
P1507,train,4,4,0,0,0
P1508,train,7,5,0,2,0
P1509,train,16,12,2,0,0
P1512,train,3,0,0,1,2
P1513,train,11,3,0,5,2
P1514,train,2,0,0,0,0
P1515,train,2,0,0,0,0
P1518,train,1,0,0,0,0
P1519,validation,2,0,0,0,0
P1521,validation,2,0,0,0,0
P1524,train,1,0,0,0,0
P1526,train,2,0,0,0,0
P1529,train,2,0,0,0,0
P1537,train,1,0,0,0,0
P1541,train,3,0,0,0,0
P1545,train,4,0,0,0,0
P1550,validation,1,0,0,0,0
P1554,train,1,0,0,0,0
P1555,train,2,0,0,0,0
P1558,train,1,0,0,0,0
P1560,train,3,0,0,0,0
P1562,validation,9,0,0,0,0
P1563,train,1,0,0,0,0
P1566,train,1,0,0,0,0
P1570,train,3,0,0,0,0
P1571,validation,2,0,0,0,0
P1573,train,3,0,0,0,0
P1577,train,1,0,0,0,0
P1580,train,3,0,0,0,0
P1581,train,1,0,0,0,0
P1583,train,2,0,0,0,0
P1586,train,1,0,0,0,0
P1589,validation,3,0,0,0,0
P1597,train,2,0,0,0,0
P1598,train,3,0,0,0,0
P1599,train,2,0,0,0,0
P1600,train,1,0,0,0,0
P1601,train,3,0,0,0,0
P1604,train,1,0,0,0,0
P1607,train,3,0,0,0,0
P1608,validation,1,0,0,0,0
P1609,train,3,0,0,0,0
P1610,validation,3,0,0,0,0
P1615,train,4,0,0,0,0
P1616,train,3,0,0,0,0
P1617,train,4,0,0,0,0
P1619,train,1,0,0,0,0
P1620,train,2,0,0,0,0
P1631,validation,1,0,0,0,0
P1633,train,2,0,0,0,0
P1636,train,3,0,0,0,0
P1638,train,1,0,0,0,0
P1639,train,2,0,0,0,0
P1640,train,4,0,0,0,0
P1641,train,1,0,0,0,0
P1643,train,1,0,0,0,0
P1645,train,2,0,0,0,0
P1646,train,4,0,0,0,0
P1649,validation,2,0,0,0,0
P1650,train,2,0,0,0,0
P1652,train,1,0,0,0,0
P1653,validation,1,0,0,0,0
P1656,train,3,0,0,0,0
P1658,train,1,0,0,0,0
P1660,validation,1,0,0,0,0
P1662,train,1,0,0,0,0
P1666,train,2,0,0,0,0
P1669,train,1,0,0,0,0
P1670,train,6,0,0,0,0
P1672,train,4,0,0,0,0
P1673,train,1,0,0,0,0
P1675,train,1,0,0,0,0
P1676,train,3,0,0,0,0
P1679,train,1,0,0,0,0
P1680,train,1,0,0,0,0
P1682,train,1,0,0,0,0
P1688,validation,2,0,0,0,0
P1689,train,1,0,0,0,0
P1691,train,4,0,0,0,0
P1696,train,2,0,0,0,0
P1697,validation,2,0,0,0,0
P1698,train,2,0,0,0,0
P1700,train,4,0,0,0,0
P1703,train,1,0,0,0,0
P1704,validation,1,0,0,0,0
P1705,train,2,0,0,0,0
P1708,train,1,0,0,0,0
P1713,train,1,0,0,0,0
P1714,train,1,0,0,0,0
P1719,train,1,0,0,0,0
P1725,train,2,0,0,0,0
P1726,validation,1,0,0,0,0
P1727,train,2,0,0,0,0
P1730,validation,2,0,0,0,0
P1732,validation,2,0,0,0,0
P1736,train,4,0,0,0,0
P1738,train,5,0,0,0,0
P1739,train,3,0,0,0,0
P1742,train,4,0,0,0,0
P1743,train,2,0,0,0,0
P1744,train,2,0,0,0,0
P1745,train,5,0,0,0,0
P1746,train,2,0,0,0,0
P1747,validation,4,0,0,0,0
P1748,train,2,0,0,0,0
P1749,validation,2,0,0,0,0
P1752,validation,6,0,0,0,0
P1753,train,2,0,0,0,0
P1754,train,2,0,0,0,0
P1765,train,2,0,0,0,0
P1768,validation,3,0,0,0,0
P1770,train,1,0,0,0,0
P1773,train,2,2,0,0,0
P1775,validation,4,2,0,1,1
P1776,train,4,2,0,0,2
P1778,train,16,0,0,1,15
P1779,validation,1,1,0,0,0
P1780,train,30,5,0,2,23
P1783,validation,14,2,1,0,11
P1784,train,1,0,0,0,0
P1785,train,4,0,0,0,4
P1786,train,18,2,0,5,11
P1787,train,2,0,0,1,1
P1788,train,4,0,1,0,3
P1789,train,4,0,0,0,4
P1790,train,4,0,0,0,4
P1791,validation,28,5,2,0,21
P1793,train,13,1,0,2,10
P1794,train,7,1,0,3,2
P1795,train,2,0,0,2,0
P1799,train,1,0,0,0,1
P1801,train,9,0,0,0,8
P1804,train,4,0,0,0,4
P1805,validation,4,0,2,0,2
P1806,validation,2,0,0,2,0
P1807,train,4,1,0,2,1
P1808,train,2,0,0,2,0
P1809,train,47,5,0,12,30
P1812,train,4,0,0,0,4
P1816,train,6,0,0,0,6
P1818,train,6,0,0,0,6
P1821,train,2,0,0,0,2
P1822,train,1,0,0,0,1
P1823,validation,9,0,0,2,7
P1827,train,4,2,0,0,2
P1829,train,4,0,0,0,4
P1832,validation,6,0,0,0,6
P1833,train,2,0,0,0,2
P1837,train,4,0,0,0,4
P1838,train,2,0,0,1,1
P1839,train,6,0,0,0,6
P1841,validation,6,0,5,0,1
P1842,train,1,0,0,0,1
P1843,train,1,0,0,0,1
P1845,train,17,6,0,1,10
P1846,train,4,0,0,0,4
P1848,train,6,0,0,0,6
P1849,train,16,4,0,2,10
P1850,train,4,0,0,1,3
P1851,validation,6,0,0,0,6
P1854,test,72,31,1,21,17
P1856,train,9,0,0,0,9
P1859,train,4,4,0,0,0
P1860,train,6,4,2,0,0
P1861,validation,11,3,0,2,6
P1863,train,11,8,0,1,2
P1864,train,6,0,0,0,6
P1866,train,9,0,0,0,0
P1867,train,27,8,0,6,13
P1868,train,42,12,0,10,19
P1869,train,14,4,0,0,0
P1871,test,48,15,0,24,6
P1872,train,5,0,0,0,0
P1874,train,19,14,0,5,0
P1875,train,8,1,0,5,0
P1876,train,3,2,0,0,0
P1877,train,2,0,0,2,0
P1878,train,2,0,0,2,0
P1880,train,2,0,0,2,0
P1881,train,1,1,0,0,0
P1887,train,1,0,0,1,0
P1888,validation,1,0,0,1,0
P1891,train,4,0,0,0,4
P1892,train,1,0,0,1,0
P1894,validation,2,0,0,0,2
P1895,train,1,0,0,0,1
P1896,train,1,0,0,0,1
P1900,train,1,0,0,0,1
P1902,train,1,1,0,0,0
P1903,train,6,0,0,2,4
P1904,train,1,0,0,0,1
P1905,train,1,0,0,0,1
P1906,validation,1,0,0,1,0
P1907,train,1,0,0,1,0
P1908,train,2,0,0,0,2
P1909,train,1,1,0,0,0
P1910,train,1,1,0,0,0
P1911,validation,1,0,0,0,1
P1912,train,2,0,1,0,1
P1913,train,4,3,0,1,0
P1917,train,1,0,0,1,0
P1918,validation,1,1,0,0,0
P1919,train,1,0,0,1,0
P1923,validation,4,0,0,0,4
P1924,train,1,0,0,0,1
P1926,train,2,1,0,0,1
P1927,train,8,0,0,8,0
P1928,validation,1,0,0,0,1
P1929,train,6,0,0,2,4
P1930,train,5,0,0,1,4
P1931,train,4,2,0,2,0
P1932,train,1,0,0,0,1
P1933,train,4,1,0,1,2
P1934,train,1,0,0,0,1
P1935,train,2,0,0,2,0
P1938,train,4,3,0,0,1
P1939,train,4,0,0,0,4
P1940,train,2,0,0,1,1
P1942,train,4,0,0,0,4
P1945,train,6,0,0,1,5
P1947,train,1,0,0,0,1
P1948,validation,2,0,0,0,2
P1950,train,1,0,0,1,0
P1951,train,4,0,0,1,3
P1954,train,2,0,0,2,0
P1955,train,2,0,0,1,1
P1957,train,4,0,0,0,4
P1958,validation,2,0,0,0,2
P1959,train,2,1,0,1,0
P1960,validation,4,0,0,1,3
P1962,train,2,2,0,0,0
P1964,train,3,2,0,0,0
P1965,train,1,0,0,1,0
P1966,train,2,0,0,1,1
P1969,train,4,0,0,2,2
P1972,train,24,8,0,10,6
P1973,train,2,0,0,1,1
P1976,train,1,1,0,0,0
P1977,train,4,2,0,0,2
P1978,train,4,0,0,0,4
P1980,train,4,0,0,0,4
P1981,validation,6,2,1,0,3
P1982,validation,9,1,0,2,6
P1983,validation,4,0,0,0,4
P1984,train,1,0,0,0,1
P1986,train,2,2,0,0,0
P1987,train,1,0,0,0,1
P1989,train,2,0,0,0,2
P1990,train,4,0,0,4,0
P1991,train,2,0,0,0,2
P1992,train,4,0,0,0,4
P1994,train,1,0,0,0,1
P1995,train,6,2,0,4,0
P1996,train,4,0,0,4,0
P1997,train,1,0,0,0,1
P1998,train,1,1,0,0,0
P2001,train,1,0,0,0,1
P2002,train,4,2,0,2,0
P2003,train,4,0,0,0,4
P2004,train,4,0,0,0,4
P2005,train,25,10,0,12,2
P2006,train,9,0,0,1,8
P2007,train,18,2,0,9,7
P2010,train,1,0,0,1,0
P2011,validation,2,2,0,0,0
P2013,train,3,0,0,0,3
P2014,train,16,0,0,7,9
P2016,train,1,0,0,1,0
P2017,train,2,0,0,0,2
P2018,train,4,0,0,1,3
P2019,train,4,0,0,0,4
P2020,train,1,0,0,1,0
P2022,train,2,0,0,0,2
P2026,train,4,0,0,1,3
P2027,train,6,0,2,4,0
P2028,train,2,2,0,0,0
P2029,train,1,0,0,1,0
P2030,test,49,14,0,17,17
P2032,train,1,0,0,1,0
P2033,train,4,0,0,0,4
P2034,train,4,1,0,0,3
P2036,train,1,0,0,0,1
P2038,train,1,1,0,0,0
P2039,train,1,0,0,0,1
P2044,train,1,1,0,0,0
P2045,train,1,0,0,0,1
P2047,train,4,0,0,0,4
P2048,train,4,0,0,0,4
P2049,train,6,0,0,3,3
P2050,train,1,0,0,0,1
P2052,train,1,0,0,0,1
P2053,validation,3,1,0,1,1
P2054,train,1,0,0,0,1
P2055,train,4,0,0,0,4
P2056,train,1,0,0,0,1
P2057,validation,1,0,0,1,0
P2058,train,2,0,0,0,2
P2059,train,3,0,0,0,3
P2060,train,1,0,0,0,1
P2061,validation,1,1,0,0,0
P2062,train,1,0,0,0,1
P2063,train,1,0,0,0,1
P2065,train,2,0,0,0,2
P2066,train,4,0,0,0,4
P2067,train,1,1,0,0,0
P2068,train,1,0,0,0,1
P2070,train,1,0,0,0,1
P2071,validation,1,0,0,1,0
P2073,train,2,0,0,0,2
P2074,train,6,0,0,0,6
P2076,validation,6,0,0,0,6
P2077,train,1,0,0,0,1
P2079,validation,1,0,0,0,1
P2080,train,1,0,0,1,0
P2082,train,2,0,0,0,2
P2086,train,4,1,0,3,0
P2087,validation,2,2,0,0,0
P2088,train,2,0,0,0,2
P2089,train,2,0,0,1,1
P2090,train,2,0,0,2,0
P2091,train,1,0,0,1,0
P2093,train,4,2,0,1,1
P2095,train,4,0,0,0,4
P2097,train,2,0,0,0,2
P2099,train,2,0,0,0,0
P2100,train,2,2,0,0,0
P2107,train,1,0,0,1,0
P2109,validation,1,0,0,1,0
P2110,train,2,0,0,1,0
P2111,train,1,0,0,1,0
P2114,train,1,0,0,1,0
P2115,train,2,1,0,1,0
P2116,train,4,1,0,1,2
P2118,train,1,0,0,1,0
P2121,train,2,2,0,0,0
P2123,train,1,0,0,1,0
P2124,train,4,0,0,3,1
P2125,train,1,0,0,1,0
P2126,train,2,2,0,0,0
P2127,train,1,0,0,0,1
P2129,train,2,0,0,0,2
P2130,train,4,0,0,0,4
P2131,train,4,0,0,0,4
P2132,train,1,0,0,0,1
P2135,train,1,0,0,0,1
P2141,train,4,0,0,2,2
P2142,train,4,0,0,0,4
P2143,train,1,0,0,0,1
P2144,train,1,1,0,0,0
P2145,train,2,0,0,2,0
P2148,train,2,0,0,2,0
P2149,train,1,0,0,0,1
P2150,train,2,0,0,2,0
P2151,validation,1,0,0,1,0
P2152,train,2,2,0,0,0
P2154,validation,1,0,0,0,1
P2155,train,1,0,0,0,1
P2156,validation,1,0,0,0,1
P2157,validation,4,0,0,0,4
P2158,train,2,0,0,0,2
P2159,train,4,0,0,2,2
P2160,validation,4,0,0,2,2
P2162,validation,4,2,0,2,0
P2163,train,4,0,0,4,0
P2164,train,8,2,0,4,2
P2166,train,2,0,0,2,0
P2168,train,4,0,0,3,0
P2173,train,20,7,0,12,0
P2175,train,1,1,0,0,0
P2177,train,1,0,0,0,0
P2179,validation,2,2,0,0,0
P2180,train,1,0,0,1,0
P2181,train,6,3,0,3,0
P2182,train,4,0,0,0,4
P2184,train,1,0,0,1,0
P2185,train,2,0,0,2,0
P2191,train,1,1,0,0,0
P2192,validation,8,5,0,3,0
P2194,train,6,4,0,0,2
P2196,train,4,0,0,0,4
P2197,train,6,4,0,1,1
P2198,train,1,0,0,0,1
P2199,train,4,1,1,0,2
P2201,train,2,0,0,2,0
P2203,train,6,2,0,4,0
P2204,train,2,2,0,0,0
P2205,train,6,0,0,1,5
P2206,train,4,4,0,0,0
P2207,train,14,1,0,5,7
P2210,train,10,1,0,4,5
P2211,validation,16,0,0,2,14
P2213,train,4,0,0,4,0
P2214,train,2,0,0,1,1
P2215,train,1,1,0,0,0
P2217,train,2,1,0,1,0
P2218,validation,1,1,0,0,0
P2219,train,1,0,0,1,0
P2220,train,2,0,0,0,2
P2221,train,1,0,1,0,0
P2222,train,2,0,0,2,0
P2224,train,11,1,0,8,2
P2225,validation,6,0,0,4,2
P2226,train,12,0,0,1,11
P2227,train,1,0,0,1,0
P2228,train,8,6,0,2,0
P2230,train,6,0,0,4,2
P2231,train,6,2,0,0,4
P2232,train,4,0,0,0,4
P2234,train,4,4,0,0,0
P2235,train,2,0,0,2,0
P2236,train,2,0,0,2,0
P2237,train,2,0,0,2,0
P2239,train,1,0,0,1,0
P2240,train,2,0,0,0,2
P2241,validation,2,0,0,2,0
P2242,train,8,4,0,2,2
P2243,validation,6,0,0,0,6
P2244,train,4,0,0,0,4
P2245,train,4,0,0,0,4
P2247,validation,8,0,0,0,8
P2248,validation,1,0,0,1,0
P2249,train,6,0,0,3,3
P2250,validation,8,1,0,0,7
P2251,train,4,0,0,4,0
P2253,train,8,8,0,0,0
P2256,train,3,0,0,0,0
P2257,train,2,0,0,2,0
P2262,train,1,1,0,0,0
P2264,validation,1,0,0,0,0
P2266,train,2,0,2,0,0
P2269,train,4,2,0,2,0
P2270,train,1,1,0,0,0
P2271,train,22,5,0,11,6
P2278,validation,2,0,0,0,0
P2280,train,6,0,0,0,0
P2281,train,2,0,0,0,0
P2282,train,8,2,0,3,1
P2283,train,7,1,0,2,4
P2285,train,11,1,0,2,3
P2287,train,5,4,0,1,0
P2289,train,1,0,0,0,0
P2294,train,1,0,0,0,0
P2304,train,1,0,0,0,0
P2310,validation,1,0,0,0,0
P2327,validation,1,0,0,0,0
P2330,train,7,0,0,0,0
P2331,train,12,0,0,0,12
P2332,train,2,0,0,0,0
P2335,validation,2,0,0,0,0
P2337,train,7,4,0,1,0
P2339,train,9,1,0,5,3
P2342,train,9,2,0,7,0
P2344,train,9,2,0,7,0
P2346,train,4,0,0,0,4
P2348,train,4,0,0,0,4
P2349,validation,4,0,0,0,4
P2351,train,1,0,0,0,0
P2352,train,1,0,0,0,0
P2356,train,1,0,0,0,0
P2359,train,1,0,0,0,0
P2362,train,1,0,0,0,0
P2363,train,1,0,0,0,0
P2368,train,1,0,0,0,0
P2370,train,1,0,0,0,0
P2373,train,2,0,0,0,0
P2374,train,1,0,0,0,0
P2377,train,1,0,0,0,0
P2378,train,1,0,0,0,0
P2390,train,1,0,0,0,0
P2392,train,1,0,0,0,0
P2396,validation,1,0,0,0,0
P2404,train,3,0,0,0,0
P2413,validation,1,0,0,0,0
P2415,train,1,0,0,0,0
P2416,train,3,0,0,0,0
P2417,train,1,0,0,0,0
P2419,train,6,0,0,6,0
P2421,train,9,0,0,3,6
P2422,train,7,4,0,3,0
P2427,train,9,1,0,1,7
P2428,train,8,1,0,3,4
P2429,validation,1,0,0,0,0
P2430,train,4,0,0,0,0
P2433,train,3,0,0,0,0
P2435,train,2,0,0,0,0
P2436,train,1,0,0,0,0
P2437,train,9,0,0,5,4
P2438,train,2,0,0,0,0
P2442,train,1,0,0,0,0
P2444,train,4,0,0,0,0
P2446,train,2,0,0,0,0
P2450,train,4,2,0,0,0
P2452,train,3,3,0,0,0
P2453,train,9,9,0,0,0
P2454,validation,6,4,0,2,0
P2455,train,9,9,0,0,0
P2456,train,12,5,0,7,0
P2457,validation,3,0,0,0,0
P2458,train,2,2,0,0,0
P2460,validation,9,2,0,5,2
P2462,train,9,7,0,2,0
P2464,train,7,7,0,0,0
P2465,validation,9,9,0,0,0
P2466,train,6,0,0,2,4
P2467,validation,9,0,0,0,9
P2468,train,1,0,0,0,0
P2470,validation,1,0,0,0,0
P2472,validation,1,0,0,0,0
P2475,train,1,0,0,0,0
P2476,train,9,3,0,6,0
P2477,train,1,0,0,0,0
P2479,train,6,2,0,2,2
P2481,train,4,2,0,2,0
P2482,validation,8,0,0,2,6
P2485,train,2,1,0,0,0
P2488,train,1,0,0,0,0
P2490,train,1,0,0,0,0
P2491,train,8,5,0,3,0
P2496,train,3,0,0,0,0
P2501,train,1,0,0,0,0
P2502,train,1,0,0,0,0
P2507,train,2,0,0,0,0
P2512,train,1,0,0,0,0
P2517,train,1,0,0,0,0
P2518,train,1,0,0,0,0
P2520,train,1,0,0,0,0
P2528,validation,1,0,0,0,0
P2532,train,1,0,0,0,0
P2533,train,1,0,0,0,0
P2541,train,3,0,0,0,0
P2547,train,3,0,0,0,0
P2548,train,2,0,0,0,0
P2550,train,4,0,0,0,0
P2551,train,7,0,0,0,0
P2552,validation,3,0,0,0,0
P2554,train,1,0,0,0,0
P2557,train,2,0,0,0,0
P2558,train,3,0,0,0,0
P2560,train,4,0,0,0,0
P2563,train,4,4,0,0,0
P2565,validation,5,4,0,1,0
P2566,train,3,2,0,0,0
P2569,validation,2,0,0,2,0
P2570,train,4,3,0,0,1
P2571,train,4,2,0,2,0
P2572,train,6,0,0,4,2
P2576,train,2,1,0,0,0
P2577,train,1,0,0,0,0
P2578,train,4,0,0,4,0
P2579,train,4,0,0,2,2
P2580,validation,3,0,0,2,1
P2582,train,4,0,0,1,3
P2584,train,12,7,1,4,0
P2585,train,4,3,0,1,0
P2587,train,4,3,0,0,1
P2590,train,4,4,0,0,0
P2591,train,9,0,0,3,6
P2592,train,6,3,0,2,1
P2593,train,4,0,0,0,4
P2594,train,4,4,0,0,0
P2595,train,2,1,0,1,0
P2597,train,3,3,0,0,0
P2598,train,7,3,4,0,0
P2599,train,4,4,0,0,0
P2601,train,17,4,1,6,5
P2604,train,2,0,0,2,0
P2605,train,9,1,1,1,6
P2606,train,6,0,0,1,5
P2608,validation,9,0,0,0,9
P2609,train,29,4,1,1,23
P2610,train,6,2,0,0,4
P2611,train,12,0,0,1,11
P2612,train,42,11,5,4,22
P2613,train,1,0,0,0,1
P2614,train,1,0,0,0,0
P2615,train,2,0,0,0,2
P2616,train,6,0,0,0,6
P2617,train,1,0,0,0,0
P2618,train,2,2,0,0,0
P2621,train,4,4,0,0,0
P2622,train,5,3,0,2,0
P2625,train,12,9,0,2,1
P2626,train,2,0,0,0,2
P2627,train,4,0,0,0,4
P2628,validation,4,0,0,0,4
P2629,train,4,0,0,0,4
P2630,train,4,1,0,1,2
P2631,validation,2,1,0,0,1
P2632,train,4,0,2,0,2
P2634,train,4,0,4,0,0
P2637,validation,9,0,0,0,9
P2638,validation,3,3,0,0,0
P2639,train,2,0,0,0,2
P2641,validation,26,10,0,6,6
P2642,validation,32,7,0,12,5
P2644,validation,19,1,0,10,8
P2645,train,7,2,0,0,0
P2650,validation,4,2,0,0,0
P2651,train,4,4,0,0,0
P2653,validation,12,4,0,2,6
P2655,train,7,3,0,1,0
P2656,train,4,1,1,1,1
P2657,validation,3,1,0,0,0
P2659,train,6,2,0,2,0
P2662,train,3,0,0,0,0
P2663,train,2,0,0,0,0
P2664,validation,1,0,0,0,0
P2668,validation,8,0,0,5,2
P2670,train,9,0,0,4,5
P2671,train,16,0,0,11,5
P2672,train,20,5,0,8,7
P2673,validation,6,2,0,1,2
P2674,train,7,1,0,2,2
P2676,train,12,5,3,0,4
P2678,validation,6,1,0,1,3
P2680,train,6,0,0,1,5
P2681,train,2,2,0,0,0
P2682,train,15,5,0,0,10
P2685,train,6,4,1,1,0
P2686,train,29,0,1,3,23
P2687,train,21,5,5,2,5
P2689,train,22,3,0,4,15
P2690,train,4,0,0,0,0
P2693,train,2,0,0,0,0
P2696,train,3,0,0,0,0
P2702,train,5,2,0,0,0
P2704,train,12,5,0,5,0
P2705,train,1,0,0,0,0
P2706,train,1,0,0,0,0
P2708,train,2,0,0,0,0
P2709,train,10,4,0,6,0
P2714,train,6,0,0,0,0
P2716,train,4,0,0,0,0
P2718,train,1,0,0,0,0
P2719,train,3,0,0,0,0
P2720,train,2,0,0,0,0
P2721,train,4,0,0,0,0
P2722,train,3,0,0,0,0
P2724,train,1,0,0,0,0
P2725,train,5,0,0,0,0
P2726,train,3,0,0,0,0
P2731,train,2,0,0,0,0
P2732,validation,1,0,0,0,0
P2733,train,4,0,0,0,0
P2734,train,2,0,0,0,0
P2739,train,2,0,0,0,0
P2740,train,4,0,0,0,0
P2741,train,1,0,0,0,0
P2743,train,3,0,0,0,0
P2745,train,4,0,0,0,0
P2746,validation,2,0,0,0,0
P2748,train,2,0,0,0,0
P2750,train,2,0,0,0,0
P2751,train,4,0,0,0,0
P2754,validation,20,0,0,1,19
P2755,train,14,3,3,1,7
P2756,train,17,5,0,7,5
P2758,validation,26,2,0,7,14
P2759,train,27,4,0,7,14
P2761,train,11,0,0,0,0
P2764,train,1,0,0,0,0
P2766,train,7,0,0,0,0
P2768,train,2,0,0,0,0
P2770,train,3,0,0,0,0
P2771,train,4,0,0,0,0
P2775,train,1,0,0,0,0
P2777,validation,11,3,0,3,4
P2778,validation,2,0,0,0,0
P2779,train,4,0,0,0,4
P2781,train,15,2,0,5,8
P2783,train,4,0,0,0,4
P2787,train,13,5,0,2,5
P2789,train,18,12,1,0,5
P2790,validation,10,4,0,5,0
P2791,train,4,0,0,0,0
P2792,train,6,1,0,2,3
P2793,train,6,2,0,0,4
P2794,train,31,13,1,4,11
P2797,train,3,2,0,1,0
P2800,train,3,1,0,1,1
P2801,train,16,4,0,1,10
P2802,test,43,21,1,10,11
P2804,train,12,6,0,1,4
P2805,train,9,0,0,4,5
P2809,train,1,0,0,0,0
P2824,train,1,0,0,0,0
P2954,train,1,0,0,0,0
P2961,train,1,0,0,1,0
P2991,train,1,0,0,0,0
P3014,validation,1,0,0,0,1
P3044,train,1,0,0,0,0
P3065,train,41,8,10,0,23
P3081,train,1,0,0,0,0
P3182,train,1,0,0,1,0
P3185,train,1,0,0,0,1
P3221,train,24,1,0,11,12
P3365,train,1,0,0,0,0
P3383,train,1,0,0,0,0
P3397,train,22,5,0,8,9
P3399,validation,1,0,0,0,0
P3425,train,1,0,0,0,1
P3466,train,1,0,0,1,0
P3536,train,55,0,0,0,0
P3555,test,51,2,19,0,30
P3575,train,1,0,0,1,0
P3618,train,1,0,0,0,0
P3738,validation,1,0,0,0,0
P3825,validation,1,0,0,0,0
P3899,train,1,0,0,1,0
P4076,train,24,2,0,6,16
P4138,train,1,0,0,1,0
P4151,test,45,11,12,3,18
P4164,train,1,0,0,0,0
P4183,train,1,0,0,0,0
P4229,train,1,1,0,0,0
P4309,train,1,0,0,0,0
P4350,train,1,0,0,0,0
P4451,validation,1,0,0,0,0
P4464,test,48,13,11,4,18
P4612,train,1,0,0,0,0
P4720,train,1,0,0,0,0
P4724,train,37,14,3,3,16
P4744,validation,1,1,0,0,0
P4746,validation,50,5,7,2,36
P4759,train,1,0,0,0,0
P4770,train,1,0,0,0,0
P4803,validation,1,0,0,0,0
P4851,train,19,12,0,4,0
P4946,train,12,7,0,4,0
P5034,train,53,4,7,0,42
P5070,train,37,12,5,2,18
P5102,train,36,7,2,4,23
P5106,train,1,0,0,0,0
P5171,train,8,3,0,4,0
P5195,train,46,3,3,2,38
P5203,train,65,0,0,0,0
P5297,train,1,0,0,0,0
P5316,validation,1,0,0,0,0
P5325,train,1,1,0,0,0
P5337,train,12,2,0,6,3
P5365,train,1,1,0,0,0
P5392,test,46,10,10,2,23
P5427,train,1,0,0,0,1
P5437,train,1,0,0,0,0
P5580,validation,1,0,0,0,0
P5593,validation,21,2,0,4,15
P5720,train,1,0,0,1,0
P5733,train,20,3,0,7,9
P5750,train,1,0,0,0,0
P5760,test,50,6,16,1,27
P5789,train,42,0,0,0,0
P5812,train,1,0,0,0,0
P5819,train,1,0,0,0,0
P5909,train,1,0,0,1,0
P5916,train,1,0,0,0,0
P6087,validation,1,0,0,0,1
P6089,train,1,1,0,0,0
P6100,train,1,1,0,0,0
P6162,train,1,0,0,0,0
P6178,validation,1,0,0,0,0
P6281,train,35,3,4,5,23
P6297,train,23,10,0,13,0
P6301,train,5,4,0,0,0
P6330,train,1,0,0,0,0
P6347,train,1,0,0,1,0
P6380,train,1,0,0,0,0
P6418,train,1,0,0,0,0
P6494,train,18,3,0,0,14
P6519,train,1,0,0,1,0
P6525,train,25,0,0,0,25
P6580,train,1,0,0,0,0
P6637,train,71,0,0,0,0
P6657,validation,1,0,0,0,0
P6687,train,39,9,4,2,24
P6689,validation,12,7,0,4,1
P6722,train,1,0,0,0,0
P6728,validation,1,0,0,0,0
P6769,train,13,1,2,2,7
P6787,train,1,1,0,0,0
P6853,train,1,1,0,0,0
P6922,train,1,0,0,1,0
P6953,train,1,0,0,1,0
P6962,train,1,0,0,0,0
P7092,train,1,0,0,0,0
P7129,train,1,0,0,0,0
P7158,train,1,0,0,1,0
P7371,train,1,0,0,0,0
P7429,train,1,0,0,0,0
P7431,train,3,0,0,0,0
P7442,train,51,8,3,0,40
P7464,train,1,0,0,0,0
P7476,validation,47,10,7,1,28
P7484,validation,1,0,0,0,0
P7485,validation,1,0,0,0,1
P7581,train,20,3,0,4,13
P7584,train,48,6,3,2,37
P7600,train,1,0,0,0,0
P7659,validation,1,0,0,0,0
P7704,train,1,1,0,0,0
P7730,train,1,0,0,0,0
P7763,train,18,3,0,5,9
P7885,train,6,0,0,0,0
P8003,train,39,2,2,2,33
P8016,train,1,0,0,0,1
P8044,train,1,0,0,0,0
P8047,train,1,0,0,0,0
P8079,train,1,1,0,0,0
P8090,train,1,0,0,0,0
P8127,train,1,0,0,0,0
