image_id,file_name,source_file_name,source_scene_id,tile_x,tile_y,tile_size,num_objects,mask_area_pixels,mask_area_ratio,max_pair_bbox_iou,num_bbox_overlap_pairs,has_bbox_overlap,overlap_group,area_group,stratum,split,area_threshold,stratify_by,no_overlap_iou_max,overlap_iou_min,selected_eval,source_image_id
350,P1117_0001.png,P1117.png,P1117,768,0,1024,1,21351,0.020361900329589844,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,509
351,P1117_0002.png,P1117.png,P1117,0,256,1024,1,20402,0.019456863403320312,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,510
352,P1117_0003.png,P1117.png,P1117,768,256,1024,1,21351,0.020361900329589844,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,511
353,P1119_0000.png,P1119.png,P1119,0,0,1024,2,33307,0.03176403045654297,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1699
354,P1119_0002.png,P1119.png,P1119,2048,0,1024,3,26516,0.025287628173828125,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1701
355,P1119_0003.png,P1119.png,P1119,2560,0,1024,2,29816,0.02843475341796875,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1702
356,P1121_0000.png,P1121.png,P1121,0,0,1024,3,44734,0.04266166687011719,0.04055519944775898,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1703
357,P1121_0001.png,P1121.png,P1121,1024,0,1024,3,32750,0.031232833862304688,0.018617642577827435,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1704
358,P1121_0002.png,P1121.png,P1121,1280,0,1024,2,22142,0.021116256713867188,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1705
359,P1121_0003.png,P1121.png,P1121,0,256,1024,3,43924,0.041889190673828125,0.04055519944775898,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1706
360,P1121_0004.png,P1121.png,P1121,1024,256,1024,3,40087,0.038229942321777344,0.020667257159728374,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1707
361,P1121_0005.png,P1121.png,P1121,1280,256,1024,2,28325,0.02701282501220703,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1708
362,P1122_0000.png,P1122.png,P1122,0,0,1024,1,15122,0.014421463012695312,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,675
363,P1122_0001.png,P1122.png,P1122,1024,0,1024,1,17657,0.016839027404785156,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,676
364,P1122_0002.png,P1122.png,P1122,2048,0,1024,2,41737,0.039803504943847656,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,677
365,P1122_0003.png,P1122.png,P1122,3072,0,1024,2,16579,0.01581096649169922,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,678
366,P1122_0004.png,P1122.png,P1122,4096,0,1024,2,29594,0.028223037719726562,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,679
367,P1122_0005.png,P1122.png,P1122,5120,0,1024,2,12301,0.011731147766113281,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,680
368,P1122_0006.png,P1122.png,P1122,5888,0,1024,1,9377,0.008942604064941406,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,681
369,P1122_0007.png,P1122.png,P1122,0,1024,1024,2,18833,0.017960548400878906,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,682
370,P1122_0008.png,P1122.png,P1122,1024,1024,1024,1,635,0.0006055831909179688,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,683
371,P1122_0009.png,P1122.png,P1122,2048,1024,1024,1,18154,0.017313003540039062,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,684
372,P1122_0010.png,P1122.png,P1122,3072,1024,1024,1,6273,0.005982398986816406,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,685
373,P1122_0011.png,P1122.png,P1122,4096,1024,1024,1,28015,0.026717185974121094,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,686
374,P1122_0012.png,P1122.png,P1122,5120,1024,1024,2,60190,0.05740165710449219,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,687
375,P1122_0013.png,P1122.png,P1122,5888,1024,1024,1,52262,0.04984092712402344,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,688
376,P1122_0017.png,P1122.png,P1122,3072,2048,1024,2,27992,0.02669525146484375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,692
377,P1122_0018.png,P1122.png,P1122,4096,2048,1024,2,32712,0.03119659423828125,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,693
378,P1122_0019.png,P1122.png,P1122,5120,2048,1024,1,27048,0.02579498291015625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,694
379,P1122_0020.png,P1122.png,P1122,5888,2048,1024,1,3002,0.0028629302978515625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,695
380,P1128_0000.png,P1128.png,P1128,0,0,1024,2,103667,0.09886455535888672,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,696
381,P1128_0001.png,P1128.png,P1128,768,0,1024,2,77472,0.073883056640625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,697
382,P1128_0002.png,P1128.png,P1128,0,256,1024,2,106469,0.10153675079345703,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,698
383,P1128_0003.png,P1128.png,P1128,768,256,1024,2,77472,0.073883056640625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,699
384,P1130_0000.png,P1130.png,P1130,0,0,1024,2,60004,0.057224273681640625,0.008202933440328117,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1709
385,P1130_0001.png,P1130.png,P1130,1024,0,1024,1,43688,0.04166412353515625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1710
386,P1130_0002.png,P1130.png,P1130,1077,0,1024,1,43688,0.04166412353515625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1711
387,P1130_0003.png,P1130.png,P1130,0,1024,1024,3,107507,0.10252666473388672,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1712
388,P1130_0006.png,P1130.png,P1130,0,2003,1024,1,60937,0.058114051818847656,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1715
389,P1131_0000.png,P1131.png,P1131,0,0,1024,2,36361,0.034676551818847656,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1718
390,P1131_0001.png,P1131.png,P1131,1024,0,1024,1,11149,0.010632514953613281,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1719
391,P1131_0003.png,P1131.png,P1131,3072,0,1024,1,518,0.0004940032958984375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1721
392,P1131_0005.png,P1131.png,P1131,0,1024,1024,1,21440,0.02044677734375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1723
393,P1131_0006.png,P1131.png,P1131,1024,1024,1024,4,64842,0.06183815002441406,0.005927748573985013,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1724
394,P1131_0007.png,P1131.png,P1131,2048,1024,1024,1,662,0.0006313323974609375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1725
395,P1131_0008.png,P1131.png,P1131,3072,1024,1024,1,20522,0.019571304321289062,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1726
396,P1131_0009.png,P1131.png,P1131,3177,1024,1024,1,11537,0.011002540588378906,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1727
397,P1131_0011.png,P1131.png,P1131,1024,2048,1024,1,10675,0.010180473327636719,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1729
398,P1131_0012.png,P1131.png,P1131,2048,2048,1024,1,25390,0.024213790893554688,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1730
399,P1131_0013.png,P1131.png,P1131,3072,2048,1024,1,9728,0.00927734375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1731
400,P1131_0014.png,P1131.png,P1131,3177,2048,1024,1,9728,0.00927734375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1732
401,P1131_0017.png,P1131.png,P1131,2048,3072,1024,3,91761,0.0875101089477539,0.035098507142194826,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1735
402,P1131_0018.png,P1131.png,P1131,3072,3072,1024,3,49074,0.04680061340332031,0.02236228630633742,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1736
403,P1131_0019.png,P1131.png,P1131,3177,3072,1024,2,40010,0.03815650939941406,0.021841329167518322,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1737
404,P1131_0023.png,P1131.png,P1131,3072,4096,1024,3,52526,0.05009269714355469,0.0051626653709388876,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1741
405,P1131_0024.png,P1131.png,P1131,3177,4096,1024,3,52171,0.04975414276123047,0.005168230033220388,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1742
406,P1131_0028.png,P1131.png,P1131,3072,5030,1024,1,62859,0.05994701385498047,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1746
407,P1131_0029.png,P1131.png,P1131,3177,5030,1024,1,59685,0.05692005157470703,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1747
408,P1132_0000.png,P1132.png,P1132,0,0,1024,2,59109,0.05637073516845703,0.0010924535440791682,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1748
409,P1132_0001.png,P1132.png,P1132,1024,0,1024,1,501,0.00047779083251953125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1749
410,P1132_0004.png,P1132.png,P1132,4096,0,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,1752
411,P1132_0007.png,P1132.png,P1132,1024,1024,1024,5,17009,0.016221046447753906,0.004651162790697674,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1755
412,P1132_0008.png,P1132.png,P1132,2048,1024,1024,1,3167,0.0030202865600585938,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1756
413,P1132_0014.png,P1132.png,P1132,2048,2048,1024,1,26383,0.025160789489746094,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1762
414,P1132_0015.png,P1132.png,P1132,3072,2048,1024,1,809,0.0007715225219726562,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1763
415,P1132_0021.png,P1132.png,P1132,3072,3072,1024,2,70183,0.06693172454833984,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1769
416,P1132_0022.png,P1132.png,P1132,4096,3072,1024,3,89093,0.08496570587158203,0.005841950439868556,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1770
417,P1132_0023.png,P1132.png,P1132,4169,3072,1024,3,76600,0.07305145263671875,0.005841950439868556,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1771
418,P1132_0027.png,P1132.png,P1132,3072,3610,1024,1,6428,0.006130218505859375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1775
419,P1132_0028.png,P1132.png,P1132,4096,3610,1024,3,78036,0.07442092895507812,0.004178801452724845,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1776
420,P1132_0029.png,P1132.png,P1132,4169,3610,1024,3,71301,0.06799793243408203,0.004178801452724845,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1777
421,P1133_0000.png,P1133.png,P1133,0,0,1024,2,87129,0.08309268951416016,0.1495218214476431,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,700
422,P1133_0001.png,P1133.png,P1133,14,0,1024,2,87129,0.08309268951416016,0.1495218214476431,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,701
423,P1133_0002.png,P1133.png,P1133,0,73,1024,2,87129,0.08309268951416016,0.1495218214476431,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,702
424,P1133_0003.png,P1133.png,P1133,14,73,1024,2,87129,0.08309268951416016,0.1495218214476431,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,703
425,P1134_0000.png,P1134.png,P1134,0,0,1024,1,29344,0.027984619140625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,704
426,P1134_0004.png,P1134.png,P1134,1024,1024,1024,1,28348,0.027034759521484375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,708
427,P1134_0005.png,P1134.png,P1134,1053,1024,1024,1,28348,0.027034759521484375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,709
428,P1134_0007.png,P1134.png,P1134,1024,1172,1024,1,28348,0.027034759521484375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,711
429,P1134_0008.png,P1134.png,P1134,1053,1172,1024,1,28348,0.027034759521484375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,712
430,P1138_0000.png,P1138.png,P1138,0,0,1024,1,11564,0.011028289794921875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,713
431,P1138_0001.png,P1138.png,P1138,1024,0,1024,1,1850,0.0017642974853515625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,714
432,P1138_0002.png,P1138.png,P1138,1354,0,1024,1,13978,0.013330459594726562,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,715
433,P1138_0003.png,P1138.png,P1138,0,256,1024,1,11564,0.011028289794921875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,716
434,P1138_0004.png,P1138.png,P1138,1024,256,1024,1,1850,0.0017642974853515625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,717
435,P1138_0005.png,P1138.png,P1138,1354,256,1024,1,17014,0.016225814819335938,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,718
436,P1139_0010.png,P1139.png,P1139,1024,1024,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,1788
437,P1139_0013.png,P1139.png,P1139,4096,1024,1024,1,13426,0.012804031372070312,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1791
438,P1139_0014.png,P1139.png,P1139,5120,1024,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,1792
439,P1139_0015.png,P1139.png,P1139,6144,1024,1024,1,10848,0.010345458984375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1793
440,P1139_0016.png,P1139.png,P1139,7168,1024,1024,1,8595,0.008196830749511719,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1794
441,P1139_0020.png,P1139.png,P1139,2048,2048,1024,1,13192,0.01258087158203125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1798
442,P1139_0024.png,P1139.png,P1139,6144,2048,1024,1,6859,0.006541252136230469,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1802
443,P1139_0025.png,P1139.png,P1139,7168,2048,1024,1,9763,0.009310722351074219,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1803
444,P1139_0028.png,P1139.png,P1139,1024,3072,1024,1,8746,0.008340835571289062,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1806
445,P1139_0029.png,P1139.png,P1139,2048,3072,1024,2,121712,0.1160736083984375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1807
446,P1139_0030.png,P1139.png,P1139,3072,3072,1024,2,18965,0.01808643341064453,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1808
447,P1139_0032.png,P1139.png,P1139,5120,3072,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,1810
448,P1139_0033.png,P1139.png,P1139,6144,3072,1024,2,115120,0.1097869873046875,0.0005565231432888499,1,True,ambiguous_overlap,high_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,1811
449,P1139_0034.png,P1139.png,P1139,7168,3072,1024,2,50014,0.04769706726074219,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1812
450,P1139_0037.png,P1139.png,P1139,1024,4096,1024,1,67063,0.06395626068115234,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1815
451,P1139_0038.png,P1139.png,P1139,2048,4096,1024,2,5090,0.0048542022705078125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1816
452,P1139_0039.png,P1139.png,P1139,3072,4096,1024,1,8328,0.00794219970703125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1817
453,P1139_0040.png,P1139.png,P1139,4096,4096,1024,3,78983,0.07532405853271484,0.004105575114755559,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1818
454,P1139_0041.png,P1139.png,P1139,5120,4096,1024,4,157926,0.15060997009277344,0.01671603142791267,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1819
455,P1139_0042.png,P1139.png,P1139,6144,4096,1024,1,27144,0.02588653564453125,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1820
456,P1139_0047.png,P1139.png,P1139,2048,5120,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,1825
457,P1139_0048.png,P1139.png,P1139,3072,5120,1024,2,32829,0.03130817413330078,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1826
458,P1139_0049.png,P1139.png,P1139,4096,5120,1024,1,6990,0.0066661834716796875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1827
459,P1139_0057.png,P1139.png,P1139,3072,5449,1024,1,8400,0.0080108642578125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1835
460,P1141_0000.png,P1141.png,P1141,0,0,1024,1,875,0.0008344650268554688,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1871
461,P1141_0003.png,P1141.png,P1141,3072,0,1024,2,30049,0.028656959533691406,0.15821777676744714,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1874
462,P1141_0004.png,P1141.png,P1141,4096,0,1024,3,18689,0.017823219299316406,0.6022579244463743,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1875
463,P1141_0005.png,P1141.png,P1141,4550,0,1024,3,23540,0.022449493408203125,0.45843184247174273,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1876
464,P1141_0006.png,P1141.png,P1141,0,1024,1024,5,51052,0.048686981201171875,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1877
465,P1141_0007.png,P1141.png,P1141,1024,1024,1024,3,12225,0.011658668518066406,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1878
466,P1141_0009.png,P1141.png,P1141,3072,1024,1024,3,26490,0.025262832641601562,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1880
467,P1141_0010.png,P1141.png,P1141,4096,1024,1024,6,63665,0.060715675354003906,0.026953544575725026,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1881
468,P1141_0011.png,P1141.png,P1141,4550,1024,1024,6,62182,0.05930137634277344,0.026891598463337232,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1882
469,P1141_0013.png,P1141.png,P1141,1024,2048,1024,2,24282,0.023157119750976562,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1884
470,P1141_0014.png,P1141.png,P1141,2048,2048,1024,1,9435,0.008997917175292969,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1885
471,P1141_0021.png,P1141.png,P1141,3072,3072,1024,1,7022,0.0066967010498046875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1892
472,P1141_0022.png,P1141.png,P1141,4096,3072,1024,1,207,0.00019741058349609375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1893
473,P1141_0027.png,P1141.png,P1141,3072,3331,1024,1,7022,0.0066967010498046875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1898
474,P1141_0028.png,P1141.png,P1141,4096,3331,1024,1,207,0.00019741058349609375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1899
475,P1142_0000.png,P1142.png,P1142,0,0,1024,1,26491,0.02526378631591797,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1901
476,P1142_0001.png,P1142.png,P1142,1024,0,1024,2,41622,0.03969383239746094,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1902
477,P1142_0004.png,P1142.png,P1142,0,1024,1024,1,27196,0.025936126708984375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1905
478,P1142_0005.png,P1142.png,P1142,1024,1024,1024,1,12,1.1444091796875e-05,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1906
479,P1142_0006.png,P1142.png,P1142,2048,1024,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,1907
480,P1142_0009.png,P1142.png,P1142,1024,2048,1024,2,51050,0.04868507385253906,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,1910
