source_scene_id,split,master_tile_count,no_overlap__low_mask_area_count,no_overlap__high_mask_area_count,overlap__low_mask_area_count,overlap__high_mask_area_count
P2160,train,4,0,0,0,4
P2162,train,4,4,0,0,0
P2163,train,4,0,0,1,3
P2164,train,7,1,0,0,6
P2167,train,4,4,0,0,0
P2168,train,2,0,2,0,0
P2173,validation,14,1,0,4,9
P2179,train,1,0,0,0,0
P2181,train,4,1,0,1,2
P2182,train,4,0,0,0,4
P2192,train,5,5,0,0,0
P2194,train,6,3,0,0,3
P2196,train,4,0,0,0,4
P2197,train,6,3,2,0,1
P2199,train,4,0,2,0,2
P2203,train,4,1,0,0,3
P2205,train,6,0,0,1,5
P2206,train,4,3,1,0,0
P2207,train,10,1,0,0,9
P2210,train,9,2,0,0,7
P2211,train,13,1,0,1,10
P2213,train,4,0,0,2,2
P2224,train,10,3,3,0,4
P2225,train,4,0,0,2,2
P2226,train,10,0,4,0,6
P2228,train,6,3,2,0,0
P2230,validation,6,2,0,0,4
P2231,train,6,2,0,0,4
P2232,train,4,0,0,0,4
P2234,train,4,0,0,4,0
P2242,train,6,1,2,0,3
P2243,train,4,0,0,0,4
P2244,train,4,0,0,0,4
P2245,validation,4,0,0,0,4
P2247,train,6,0,0,0,6
P2249,train,15,1,0,4,6
P2250,train,6,1,1,0,4
P2251,train,4,0,0,0,4
P2253,train,8,4,0,2,2
P2256,validation,10,4,0,4,2
P2269,train,4,0,0,3,1
P2271,train,23,9,0,2,12
P2275,train,2,0,0,0,0
P2279,train,4,0,0,0,0
P2280,train,4,0,0,0,0
P2281,train,9,1,0,2,2
P2282,train,8,0,0,1,4
P2283,train,9,2,0,2,5
P2285,train,5,1,0,0,4
P2286,train,9,0,0,5,4
P2287,train,7,2,0,4,1
P2288,train,15,4,0,3,8
P2330,train,2,1,0,1,0
P2331,train,8,0,0,0,8
P2332,train,9,0,0,0,9
P2334,train,6,2,0,2,2
P2335,train,9,0,0,0,9
P2337,train,9,0,0,4,5
P2339,train,9,0,0,0,9
P2342,train,6,1,0,1,4
P2343,train,6,0,0,1,5
P2344,validation,6,2,1,1,2
P2346,train,4,0,0,0,4
P2348,train,4,0,0,0,4
P2349,train,4,0,0,0,4
P2351,validation,4,0,0,0,4
P2352,train,9,0,0,0,9
P2354,validation,4,1,0,1,2
P2355,train,6,1,0,4,1
P2356,train,6,2,0,4,0
P2359,train,6,3,0,2,1
P2362,train,6,0,0,2,4
P2363,train,6,0,0,5,1
P2364,train,8,7,0,0,1
P2365,validation,9,3,0,6,0
P2368,train,9,0,0,0,9
P2370,train,4,0,0,0,4
P2371,train,6,3,0,1,2
P2373,train,9,0,0,1,8
P2374,train,4,0,0,4,0
P2375,train,6,0,0,2,4
P2377,train,6,0,0,1,5
P2378,train,5,2,0,0,3
P2379,train,8,2,3,1,2
P2380,validation,6,2,0,4,0
P2381,train,9,0,0,1,8
P2382,train,6,2,0,0,4
P2385,train,2,2,0,0,0
P2387,train,4,0,0,4,0
P2388,validation,6,6,0,0,0
P2389,train,6,5,0,1,0
P2390,train,5,4,0,0,1
P2392,validation,4,0,0,1,3
P2393,train,6,2,0,0,4
P2395,train,6,4,0,1,0
P2396,train,5,2,0,2,0
P2403,train,3,0,0,0,0
P2404,test,19,9,0,8,2
P2408,train,4,4,0,0,0
P2409,train,6,0,0,5,1
P2411,train,4,0,0,0,4
P2413,train,6,6,0,0,0
P2415,train,5,1,0,4,0
P2416,train,5,2,0,3,0
P2417,train,6,4,0,2,0
P2418,train,1,0,0,0,0
P2419,train,6,1,0,2,3
P2421,train,9,0,0,0,9
P2422,train,8,5,0,1,2
P2427,train,9,1,0,0,8
P2428,validation,8,2,0,5,0
P2429,train,5,4,0,1,0
P2430,train,1,0,0,0,0
P2432,validation,2,2,0,0,0
P2433,validation,4,0,0,1,3
P2435,train,6,0,0,1,5
P2436,train,4,0,0,1,3
P2437,validation,4,0,0,0,4
P2438,train,6,2,0,2,2
P2442,train,4,0,0,2,2
P2444,train,3,0,0,1,2
P2446,train,6,6,0,0,0
P2449,train,6,1,0,2,3
P2450,validation,4,0,0,0,4
P2452,train,5,0,0,3,2
P2453,train,6,0,0,1,5
P2454,train,3,1,0,0,2
P2455,train,6,0,0,0,6
P2456,train,6,2,0,1,3
P2457,train,6,4,0,2,0
P2458,train,6,0,0,2,4
P2460,train,4,0,1,0,3
P2462,train,6,0,0,1,5
P2464,train,6,3,0,2,1
P2465,train,6,4,0,2,0
P2466,validation,4,0,0,0,4
P2467,train,6,0,0,0,6
P2468,train,2,2,0,0,0
P2470,validation,4,0,0,0,4
P2471,train,6,0,0,2,4
P2472,train,6,2,0,0,4
P2475,train,6,1,0,0,5
P2476,train,6,0,0,1,5
P2477,train,6,3,0,1,2
P2478,train,4,4,0,0,0
P2479,validation,6,2,0,0,4
P2481,train,7,3,0,2,2
P2482,train,8,0,0,0,8
P2483,train,4,1,0,2,0
P2485,train,6,0,0,3,3
P2488,validation,9,0,0,1,8
P2490,train,9,7,1,1,0
P2491,train,9,5,0,2,1
P2492,train,6,0,0,5,0
P2494,train,6,4,0,2,0
P2495,validation,6,2,0,4,0
P2496,train,4,0,0,3,1
P2497,validation,9,0,0,1,8
P2501,train,6,0,0,0,6
P2502,train,12,1,0,0,11
P2503,train,6,0,0,2,4
P2504,train,6,0,0,0,6
P2505,train,9,0,0,0,9
P2506,train,4,0,0,0,4
P2507,train,9,1,0,5,3
P2509,train,9,2,0,4,3
P2512,train,6,3,0,2,1
P2513,train,5,3,0,1,0
P2514,train,6,2,0,4,0
P2516,validation,9,3,0,1,5
P2517,train,6,1,0,2,3
P2518,train,6,1,0,3,2
P2519,train,6,0,0,0,6
P2520,train,9,8,0,1,0
P2522,train,6,0,0,0,6
P2523,train,6,0,0,0,6
P2527,train,9,0,0,0,9
P2528,train,6,2,0,3,1
P2529,train,4,2,0,1,1
P2533,train,2,0,0,0,0
P2534,train,2,0,0,0,0
P2536,validation,1,0,0,0,0
P2538,validation,6,0,0,0,6
P2539,train,6,0,0,0,6
P2541,train,9,0,0,0,9
P2542,train,9,0,0,0,9
P2543,train,9,0,0,1,8
P2545,train,9,9,0,0,0
P2547,train,12,2,0,2,8
P2548,validation,7,6,0,1,0
P2550,train,17,1,0,5,11
P2551,train,20,3,0,4,12
P2552,train,12,2,0,3,7
P2553,train,14,3,0,5,6
P2554,train,9,1,0,4,4
P2557,train,14,2,0,4,8
P2558,train,14,6,0,2,3
P2560,train,11,3,0,1,5
P2561,validation,1,0,0,0,0
P2563,train,2,1,1,0,0
P2565,train,2,0,1,0,1
P2566,train,4,4,0,0,0
P2570,train,4,1,0,1,2
P2571,train,4,2,0,0,2
P2572,train,6,4,0,0,2
P2577,train,1,1,0,0,0
P2578,validation,4,0,0,0,4
P2579,train,3,0,0,0,3
P2582,train,4,0,0,0,4
P2584,train,9,3,2,1,3
P2585,train,4,1,1,1,1
P2587,train,5,4,0,0,1
P2590,train,4,2,0,2,0
P2591,train,4,1,0,0,3
P2592,validation,6,0,0,0,6
P2593,train,4,0,0,0,4
P2594,validation,4,4,0,0,0
P2597,train,4,3,0,1,0
P2598,test,8,0,8,0,0
P2599,train,4,2,2,0,0
P2600,validation,5,0,0,1,4
P2601,train,11,0,2,0,8
P2604,validation,2,0,2,0,0
P2605,validation,9,0,1,0,8
P2606,train,6,0,2,0,4
P2608,train,9,0,0,0,9
P2609,train,20,2,2,0,16
P2610,train,6,1,0,0,5
P2611,train,8,0,0,0,8
P2612,test,33,3,8,0,21
P2614,train,1,0,0,0,0
P2616,train,4,0,0,0,4
P2621,validation,4,0,4,0,0
P2622,validation,6,1,3,0,2
P2625,train,15,3,4,0,8
P2627,validation,4,0,0,0,4
P2628,validation,4,0,0,0,4
P2629,validation,4,0,0,0,4
P2630,train,4,1,0,0,3
P2631,validation,6,3,1,0,2
P2632,validation,4,0,0,0,4
P2634,train,4,0,2,0,2
P2637,train,6,0,0,0,6
P2641,test,29,9,7,0,5
P2642,train,24,4,2,1,11
P2644,train,18,1,0,1,16
P2645,train,15,2,0,6,7
P2646,train,5,2,0,1,1
P2650,train,3,1,0,0,2
P2651,train,3,0,1,0,2
P2653,train,9,0,0,0,9
P2655,train,12,4,3,0,2
P2656,validation,4,1,0,0,3
P2657,validation,2,0,2,0,0
P2659,train,3,0,2,0,1
P2662,train,4,2,0,0,0
P2663,train,1,0,0,0,0
P2664,validation,2,1,0,0,0
P2665,train,9,0,0,1,7
P2668,train,6,0,0,1,5
P2669,train,4,0,0,0,4
P2670,train,9,0,0,0,9
P2671,train,7,0,0,0,6
P2672,train,12,1,0,2,9
P2673,train,6,0,2,0,3
P2674,train,5,2,0,2,1
P2676,validation,11,2,1,0,8
P2678,train,8,2,0,0,6
P2680,train,4,0,0,0,4
P2681,train,2,2,0,0,0
P2682,train,15,5,1,0,9
P2685,train,6,0,1,0,5
P2686,train,21,1,1,0,13
P2687,train,13,2,5,0,5
P2689,validation,22,8,0,5,9
P2690,train,3,2,0,0,0
P2691,train,38,9,0,2,24
P2692,train,4,4,0,0,0
P2693,test,9,2,0,6,1
P2695,train,6,4,0,2,0
P2696,train,4,1,0,0,0
P2700,train,10,6,0,0,4
P2701,train,5,0,0,4,1
P2702,train,5,1,0,2,2
P2704,train,8,1,0,1,6
P2705,train,6,4,2,0,0
P2706,train,4,0,0,0,4
P2708,train,1,0,0,0,0
P2709,test,9,2,0,6,1
P2710,train,4,3,0,0,0
P2712,train,2,0,0,0,0
P2716,train,7,5,0,1,0
P2719,train,3,0,0,0,0
P2720,train,6,5,0,0,0
P2725,train,5,4,0,0,0
P2726,train,7,3,1,1,2
P2728,test,9,2,0,6,0
P2729,train,9,1,0,2,5
P2730,train,3,1,0,0,2
P2731,train,6,0,0,2,0
P2732,train,2,0,0,0,0
P2733,validation,8,0,0,1,7
P2734,train,3,0,0,0,0
P2735,validation,5,3,0,0,0
P2739,train,3,2,0,1,0
P2740,train,8,2,0,1,1
P2741,train,3,0,0,1,1
P2742,train,2,0,0,0,0
P2743,train,5,0,0,0,0
P2746,train,8,3,0,1,3
P2747,train,3,0,0,0,3
P2748,train,6,0,0,2,3
P2750,train,4,0,0,0,0
P2751,train,1,0,0,0,0
P2753,train,8,6,0,0,0
P2754,train,16,0,0,0,16
P2755,train,10,1,5,0,3
P2756,train,17,3,0,2,10
P2758,train,21,3,0,2,16
P2759,train,21,4,0,4,7
P2761,train,12,2,0,5,4
P2764,train,12,4,0,1,2
P2766,test,35,6,3,4,22
P2768,train,6,0,0,0,6
P2769,train,3,1,0,0,0
P2770,train,10,4,2,2,1
P2771,train,5,1,0,0,4
P2775,validation,8,3,0,4,0
P2777,train,12,4,0,2,5
P2778,train,12,7,2,2,1
P2779,train,4,0,0,0,4
P2781,train,12,1,1,0,10
P2783,train,4,0,0,0,4
P2787,train,6,1,0,2,3
P2789,validation,10,2,3,0,5
P2790,validation,6,1,0,1,2
P2791,train,21,8,1,3,9
P2792,train,6,1,0,0,5
P2793,train,4,0,1,0,3
P2794,train,22,5,5,0,12
P2800,train,6,2,0,0,2
P2801,train,8,1,0,1,6
P2802,test,33,8,6,2,17
P2804,train,7,3,0,1,3
P2805,train,9,0,0,2,6
